pitch_type,game_date,release_speed,release_pos_x,player_name,bb_type,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,estimated_ba_using_speedangle,estimated_woba_using_speedangle,launch_speed_angle
CH,5/30/2022,82,-2.64,"Ozuna, Marcell",ground_ball,3,70.7,-23,80.9,1814,0.029,0.026,2
FC,5/30/2022,86.7,-1.78,"Olson, Matt",line_drive,284,91.8,20,86.6,2084,0.303,0.31,4
FC,5/30/2022,91.2,-2.56,"Acuña Jr., Ronald",fly_ball,278,82.8,44,91,1982,0.009,0.008,3
CU,5/30/2022,78.5,-2.76,"Swanson, Dansby",ground_ball,34,89.1,-2,77.5,2568,0.234,0.223,2
CU,5/30/2022,78.3,-2.77,"Acuña Jr., Ronald",ground_ball,5,64.7,-25,77.3,2479,0.04,0.036,2
FF,5/30/2022,93.8,-1.46,"Riley, Austin",line_drive,302,106.5,14,93.8,2355,0.7,0.752,5
FC,5/30/2022,92,-2.6,"Duvall, Adam",fly_ball,318,95.7,43,92,2470,0.017,0.02,3
FC,5/29/2022,86.3,3.21,"Contreras, William",fly_ball,228,88.2,54,87.3,1861,0.014,0.013,3
SI,5/29/2022,90.6,3.2,"Albies, Ozzie",fly_ball,378,97.7,24,91.2,1989,0.374,0.513,5
FF,5/29/2022,93.4,-2.11,"Riley, Austin",popup,153,103.9,65,93.4,1912,0.023,0.03,3
SI,5/29/2022,89.2,3.69,"d'Arnaud, Travis",ground_ball,4,96.2,-24,89.9,1890,0.089,0.08,2
FF,5/29/2022,93.5,-2.13,"Swanson, Dansby",fly_ball,312,101.6,47,93.4,2140,0.043,0.075,3
SI,5/29/2022,89.1,3.51,"Olson, Matt",ground_ball,6,92.1,-20,89.6,1902,0.106,0.1,2
SI,5/28/2022,99.1,-2.02,"Contreras, William",ground_ball,8,95.7,-17,98.7,2256,0.154,0.139,2
FF,5/28/2022,100.1,-1.72,"Olson, Matt",popup,178,84.7,62,99.5,2202,0.009,0.008,3
FF,5/28/2022,93.1,-1.53,"Swanson, Dansby",fly_ball,389,102.8,24,94,2241,0.734,1.232,6
CH,5/28/2022,84.4,-1.6,"Harris II, Michael",ground_ball,110,85.3,5,85.3,1573,0.403,0.404,4
SL,5/27/2022,87.2,-1.69,"Ozuna, Marcell",fly_ball,290,80.8,30,87.5,2224,0.077,0.069,3
SL,5/27/2022,82,3.31,"Contreras, William",line_drive,144,80.8,12,81.8,2595,0.531,0.478,4
SL,5/27/2022,86.7,-1.57,"Albies, Ozzie",fly_ball,187,63.6,40,86.8,2245,0.48,0.432,4
SL,5/27/2022,89.1,2.5,"d'Arnaud, Travis",ground_ball,31,102.8,-2,89,2823,0.36,0.328,4
SL,5/27/2022,88,-1.59,"Acuña Jr., Ronald",line_drive,227,106.9,13,88.1,2155,0.806,0.841,5
FF,5/27/2022,94.5,2.3,"Riley, Austin",line_drive,329,103.4,18,94.3,2524,0.449,0.537,5
SI,5/26/2022,92.7,-1.99,"Olson, Matt",line_drive,340,102,20,93.2,2236,0.483,0.627,5
KC,5/26/2022,79,-1.96,"Swanson, Dansby",line_drive,127,78.5,12,79.1,2636,0.48,0.432,4
FF,5/26/2022,93.2,-1.92,"Arcia, Orlando",line_drive,324,106.4,17,93.4,2376,0.551,0.639,5
KC,5/26/2022,78.7,-2,"Duvall, Adam",fly_ball,262,78.3,41,79,2561,0.046,0.041,3
FF,5/26/2022,96.1,-1.1,"d'Arnaud, Travis",ground_ball,4,105.9,-29,96.2,2367,0.111,0.1,2
FF,5/25/2022,95.4,-2.38,"Arcia, Orlando",line_drive,261,105.9,13,96.6,2248,0.791,0.807,5
CH,5/25/2022,84.3,-2.53,"Duvall, Adam",line_drive,161,74.8,17,85.4,2062,0.803,0.751,4
SI,5/25/2022,97.1,-2.05,"Riley, Austin",line_drive,189,112.4,8,97.1,2233,0.809,0.805,5
SL,5/25/2022,88.4,-2.16,"Swanson, Dansby",line_drive,198,103.3,13,88.5,1896,0.88,0.899,4
CH,5/24/2022,89,-2.1,"Contreras, William",line_drive,269,86.1,20,88.4,1791,0.551,0.534,4
FF,5/24/2022,96.5,-2.09,"Acuña Jr., Ronald",fly_ball,337,104.4,40,96.6,1894,0.317,0.616,5
FF,5/24/2022,96.3,-2.09,"Swanson, Dansby",line_drive,208,95.6,11,95.7,1939,0.786,0.745,4
FF,5/24/2022,92.3,2.36,"Olson, Matt",ground_ball,22,72.1,-2,90.9,2344,0.106,0.098,2
SL,5/24/2022,79.8,2.53,"Ozuna, Marcell",line_drive,216,96,13,78.2,2353,0.92,0.892,4
FF,5/24/2022,96.6,-2.02,"Albies, Ozzie",ground_ball,45,99.7,0,96.6,1938,0.429,0.413,4
SL,5/23/2022,89.3,-1.72,"Riley, Austin",line_drive,277,113.6,11,90.7,2506,0.82,0.857,6
CU,5/23/2022,81.4,-1.81,"Albies, Ozzie",ground_ball,79,87.4,4,82.6,2526,0.354,0.319,2
FF,5/23/2022,96.8,-1.61,"Olson, Matt",ground_ball,2,42.9,-54,98.5,2522,0.226,0.207,1
FF,5/23/2022,95.8,-1.3,"d'Arnaud, Travis",fly_ball,318,95.7,45,95,2385,0.011,0.018,3
SI,5/23/2022,95.4,-1.46,"Ozuna, Marcell",fly_ball,340,95.9,32,94.6,2245,0.189,0.349,5
SI,5/23/2022,96.4,-1.48,"Contreras, William",line_drive,189,88.6,13,95.8,2175,0.903,0.881,4
FF,5/23/2022,95.1,-2.73,"Albies, Ozzie",line_drive,266,94.7,13,96.2,2296,0.931,0.913,4
FF,5/23/2022,93.1,-1.15,"Acuña Jr., Ronald",line_drive,183,97.4,10,93.6,2271,0.703,0.643,4
SI,5/23/2022,95.1,-1.3,"Acuña Jr., Ronald",popup,158,96,66,93.9,2247,0.023,0.031,3
SL,5/23/2022,88,-1.67,"Swanson, Dansby",ground_ball,1,60.7,-68,86.9,2329,0.231,0.208,2
FF,5/23/2022,95.2,-1.08,"Duvall, Adam",ground_ball,7,83.5,-28,95.3,2423,0.043,0.039,2
SL,5/22/2022,91.5,-1.9,"Duvall, Adam",popup,6,69.7,82,90.3,2228,0.006,0.005,3
CH,5/22/2022,93.1,-1.91,"Swanson, Dansby",ground_ball,50,99.3,0,91.7,2036,0.414,0.399,4
SI,5/22/2022,97.5,-2.2,"Riley, Austin",fly_ball,290,86.1,34,0,,0.017,0.021,3
FF,5/22/2022,97.7,-1.97,"Albies, Ozzie",line_drive,220,102.8,14,96.3,2125,0.766,0.813,4
CH,5/22/2022,92.3,-2.02,"d'Arnaud, Travis",line_drive,268,89.7,21,91.7,1978,0.311,0.318,3
FF,5/22/2022,98.5,-1.97,"Ozuna, Marcell",fly_ball,367,103.2,28,97.8,2038,0.757,1.496,6
FF,5/22/2022,97.4,-1.84,"Olson, Matt",popup,218,85.5,55,97.2,1974,0.023,0.028,3
SI,5/22/2022,96.8,-2.06,"Demeritte, Travis",ground_ball,4,90.4,-24,96.2,2168,0.097,0.098,2
SL,5/22/2022,90.2,-1.97,"Duvall, Adam",ground_ball,3,56.8,-22,89.3,2224,0.066,0.064,1
CH,5/21/2022,87.1,-1.91,"Albies, Ozzie",ground_ball,110,98.6,7,85.5,1987,0.629,0.577,4
FF,5/21/2022,95.8,-1.25,"Riley, Austin",fly_ball,348,92,38,95.3,2399,0.037,0.048,3
FF,5/21/2022,95.2,-1.29,"Ozuna, Marcell",ground_ball,90,99.7,4,94.4,2270,0.557,0.519,4
SI,5/21/2022,95.2,-0.8,"Demeritte, Travis",ground_ball,3,79.7,-28,94.9,2311,0.057,0.063,2
CH,5/21/2022,87.7,-1.76,"Olson, Matt",ground_ball,20,93.6,-3,86.3,2092,0.28,0.262,2
SI,5/21/2022,94.6,-0.88,"Contreras, William",ground_ball,11,89.4,-15,94.6,2187,0.12,0.112,2
CH,5/21/2022,86.3,-1.68,"Demeritte, Travis",ground_ball,2,63.5,-34,85.3,1910,0.06,0.054,2
CU,5/21/2022,83.7,-0.8,"Swanson, Dansby",ground_ball,104,96.7,5,82.9,2769,0.537,0.515,4
FF,5/21/2022,97,-1.11,"Contreras, William",fly_ball,394,106.6,31,96.6,2356,0.894,1.864,6
SL,5/20/2022,82.4,-2.31,"Ozuna, Marcell",line_drive,171,112.4,6,82,2617,0.729,0.709,4
FF,5/20/2022,92.3,-2.33,"Riley, Austin",ground_ball,5,113.8,-21,92.2,2091,0.169,0.152,2
SL,5/20/2022,81.5,3.24,"Ozuna, Marcell",popup,154,68.2,59,81.3,2417,0.026,0.023,3
FF,5/20/2022,91.8,-3.51,"Acuña Jr., Ronald",fly_ball,220,97.8,56,91.1,2230,0.017,0.025,3
FF,5/20/2022,94.7,3.3,"Albies, Ozzie",ground_ball,139,64.7,15,93.9,2280,0.414,0.373,2
SI,5/20/2022,92.5,-3.25,"Demeritte, Travis",ground_ball,19,105.1,-6,92.2,2126,0.363,0.33,2
SI,5/20/2022,91.3,-3.43,"Swanson, Dansby",ground_ball,66,79.2,4,90.9,2091,0.266,0.258,2
SI,5/18/2022,91,-4.16,"Heredia, Guillermo",ground_ball,82,79.9,5,91.1,2226,0.297,0.278,2
FC,5/18/2022,92.4,-2.88,"Ozuna, Marcell",fly_ball,217,73.7,47,92.1,2156,0.126,0.116,3
SI,5/18/2022,88.3,4.15,"Albies, Ozzie",fly_ball,356,95.6,31,88.4,1948,0.209,0.391,5
SI,5/18/2022,90.3,-4.27,"Swanson, Dansby",fly_ball,246,96.1,53,91,2243,0.006,0.005,3
CU,5/18/2022,78.5,4.02,"Riley, Austin",ground_ball,27,106.7,-2,78.6,1873,0.463,0.44,4
SI,5/18/2022,93,-2.13,"Swanson, Dansby",line_drive,343,98.8,23,93.1,1992,0.4,0.566,5
SL,5/18/2022,84.8,-2.51,"d'Arnaud, Travis",ground_ball,7,70.2,-17,84.3,2301,0.057,0.057,2
FF,5/18/2022,95.6,-2.98,"Olson, Matt",line_drive,366,105.4,21,95.6,2339,0.729,1.102,6
SI,5/18/2022,90.4,-4.2,"d'Arnaud, Travis",ground_ball,30,78.7,-3,90.8,2207,0.129,0.116,2
FS,5/18/2022,86.1,-2.38,"Albies, Ozzie",ground_ball,105,92.5,7,86.3,1533,0.497,0.456,4
FF,5/17/2022,91.9,-1.54,"Albies, Ozzie",fly_ball,275,89.5,44,91,2321,0.009,0.012,3
FF,5/17/2022,86,2.66,"Olson, Matt",fly_ball,257,92.7,51,87.3,2113,0.006,0.005,3
FF,5/17/2022,93.6,-1.45,"Ozuna, Marcell",fly_ball,421,108.5,36,92.6,2432,0.697,1.432,6
FF,5/17/2022,84.1,2.44,"Duvall, Adam",line_drive,207,104.1,15,85.3,2094,0.62,0.651,5
FF,5/17/2022,91.8,-1.39,"Riley, Austin",fly_ball,273,91.5,48,90.7,2427,0.006,0.005,3
FF,5/17/2022,87.6,2.43,"Contreras, William",fly_ball,354,97.4,35,89.1,2121,0.18,0.355,3
CH,5/17/2022,82.2,-1.71,"Olson, Matt",fly_ball,287,96.4,51,81,1411,0.003,0.003,3
SI,5/17/2022,97.3,-3.04,"Duvall, Adam",line_drive,320,87.4,26,97.2,2074,0.089,0.085,3
SI,5/17/2022,96.2,-3.21,"Contreras, William",ground_ball,5,58.7,-23,96.2,2047,0.06,0.061,1
FF,5/16/2022,91.5,-2.56,"Albies, Ozzie",fly_ball,369,99,36,92.8,2290,0.251,0.509,5
CH,5/15/2022,84,-2.54,"Riley, Austin",line_drive,149,87,11,85.3,1837,0.603,0.543,4
CU,5/15/2022,72.6,-2.59,"Olson, Matt",line_drive,145,81,13,73.1,2400,0.614,0.561,4
SL,5/15/2022,82.3,-2.61,"Albies, Ozzie",popup,158,74.6,61,83.5,2559,0.023,0.021,3
CH,5/15/2022,83.4,-2.63,"Arcia, Orlando",ground_ball,10,29.7,-10,84.6,1809,0.257,0.268,1
FC,5/15/2022,88,-2.47,"Demeritte, Travis",ground_ball,35,71.9,0,89,2283,0.111,0.101,2
SI,5/15/2022,94.2,1.79,"Ozuna, Marcell",ground_ball,21,85.4,-5,93.1,2116,0.131,0.118,2
CH,5/14/2022,84,3.21,"Contreras, William",ground_ball,22,88.3,-3,85.7,1315,0.2,0.185,2
SI,5/14/2022,91.5,3.23,"Swanson, Dansby",fly_ball,292,81.6,32,93.2,1966,0.04,0.041,3
CH,5/14/2022,83.9,3.15,"Riley, Austin",ground_ball,8,98.3,-12,85.2,1250,0.214,0.199,2
FF,5/14/2022,93.1,-1.81,"Riley, Austin",line_drive,359,106.7,20,93.8,2486,0.757,1.136,6
SL,5/14/2022,82.8,-1.96,"Ozuna, Marcell",fly_ball,401,106.1,35,83.4,2680,0.7,1.445,6
FF,5/14/2022,95.1,-1.98,"Albies, Ozzie",line_drive,155,100.4,6,95.7,2499,0.651,0.611,4
SL,5/14/2022,83,-2.16,"Olson, Matt",ground_ball,2,74.9,-43,84,2534,0.126,0.117,2
FF,5/14/2022,94.1,-1.79,"Demeritte, Travis",fly_ball,370,100.2,37,94.8,2442,0.269,0.548,5
SL,5/13/2022,81.7,1.85,"d'Arnaud, Travis",ground_ball,14,54.4,-7,81,2744,0.103,0.093,1
FF,5/13/2022,96.8,-1.84,"Demeritte, Travis",line_drive,231,97.3,11,97.4,2515,0.837,0.817,4
SL,5/13/2022,82,1.81,"Riley, Austin",fly_ball,249,88.3,50,81.2,2862,0.014,0.017,3
FS,5/13/2022,85.8,-2.34,"Albies, Ozzie",line_drive,302,98.3,17,86.2,1104,0.509,0.557,4
SI,5/13/2022,97,-2.44,"d'Arnaud, Travis",fly_ball,342,94.7,37,97.1,1995,0.123,0.238,3
FF,5/13/2022,95.9,-1.77,"Contreras, William",ground_ball,4,90,-25,97,2509,0.086,0.084,2
SI,5/13/2022,96.6,-2.53,"Ozuna, Marcell",ground_ball,51,96.8,1,96.2,2189,0.426,0.4,4
FF,5/11/2022,97.6,-2.35,"Arcia, Orlando",line_drive,257,88.2,16,98.3,2179,0.926,0.877,4
SI,5/11/2022,94,3.52,"Olson, Matt",fly_ball,298,83.7,36,93.9,2464,0.011,0.01,3
SL,5/11/2022,78.9,-3.05,"Ozuna, Marcell",fly_ball,236,91.1,53,79.3,2459,0.017,0.021,3
FF,5/11/2022,95.5,-1.33,"Arcia, Orlando",fly_ball,382,105.2,24,96.3,1954,0.869,1.63,6
CH,5/11/2022,87.9,-3.18,"d'Arnaud, Travis",ground_ball,27,81.2,-3,88.5,1548,0.174,0.176,2
SL,5/11/2022,86.1,-1.23,"Duvall, Adam",fly_ball,270,77.5,37,87,2312,0.089,0.08,3
FF,5/11/2022,95.5,-1.84,"Albies, Ozzie",line_drive,207,90.6,11,95.8,2214,0.74,0.709,4
CH,5/10/2022,88.6,-0.63,"Albies, Ozzie",fly_ball,346,91.1,30,88.6,1445,0.08,0.122,3
FF,5/10/2022,92.7,-3.16,"Swanson, Dansby",fly_ball,370,93.6,29,93.8,2081,0.146,0.234,3
FF,5/10/2022,96.3,-0.67,"Ozuna, Marcell",ground_ball,62,109.7,2,96.2,2230,0.583,0.551,4
FF,5/10/2022,96.7,-0.72,"Riley, Austin",fly_ball,246,85.9,50,96.9,2237,0.006,0.005,3
CH,5/10/2022,89.7,-0.75,"Olson, Matt",ground_ball,64,101.9,1,89.6,1607,0.5,0.475,4
SI,5/10/2022,92.4,-3.21,"Duvall, Adam",popup,120,60.9,61,92.7,2261,0.009,0.008,3
SI,5/10/2022,92.5,-3.17,"d'Arnaud, Travis",ground_ball,107,62,12,92.9,2160,0.26,0.234,2
FF,5/8/2022,88.5,2.59,"Swanson, Dansby",ground_ball,2,71.5,-59,90.2,2180,0.263,0.246,2
CH,5/8/2022,82.4,4.22,"Riley, Austin",ground_ball,8,102.3,-14,82.4,1841,0.234,0.216,2
SI,5/8/2022,88.4,4.07,"Olson, Matt",line_drive,198,68.1,23,88.8,1916,0.891,0.831,4
SI,5/7/2022,93.3,-2.23,"Demeritte, Travis",ground_ball,4,87.2,-25,93,1894,0.074,0.07,2
SL,5/7/2022,85.8,-2.35,"Duvall, Adam",fly_ball,236,69.6,36,86.1,2290,0.617,0.62,3
SI,5/7/2022,94.5,-1.94,"d'Arnaud, Travis",ground_ball,99,107.7,5,94.3,1950,0.631,0.605,4
SI,5/7/2022,93.4,-2.06,"Albies, Ozzie",line_drive,304,83.4,28,93,1945,0.126,0.143,3
SI,5/7/2022,93.7,-2.14,"Ozuna, Marcell",ground_ball,2,52.3,-59,93.2,1977,0.223,0.201,1
FS,5/7/2022,87,-2.3,"Olson, Matt",ground_ball,11,82.7,-8,86.4,1563,0.117,0.107,2
SL,5/7/2022,83.5,-2.44,"Demeritte, Travis",fly_ball,323,95.6,27,82.7,2179,0.263,0.403,5
SL,5/6/2022,87.7,1.39,"Albies, Ozzie",ground_ball,71,98.9,3,88,2125,0.463,0.417,4
SI,5/6/2022,96.7,2.96,"Albies, Ozzie",popup,92,82.8,73,98.6,1813,0.006,0.005,3
CH,5/6/2022,89.3,3.09,"Ozuna, Marcell",ground_ball,14,100.2,-8,90.7,1495,0.28,0.267,2
SI,5/6/2022,95.8,-1.4,"Swanson, Dansby",fly_ball,369,103.3,29,95.1,2451,0.717,1.424,6
FF,5/6/2022,94.2,-1.07,"d'Arnaud, Travis",ground_ball,2,90.6,-37,93.4,2422,0.091,0.086,2
SI,5/6/2022,97.7,3,"Olson, Matt",fly_ball,361,96.2,30,98.9,2005,0.217,0.384,5
SI,5/6/2022,95.4,-1.58,"Duvall, Adam",line_drive,169,63.1,21,94.3,2371,0.574,0.517,4
SL,5/4/2022,82.1,-2.46,"Albies, Ozzie",popup,98,83.4,71,82.4,2175,0.009,0.009,3
FF,5/4/2022,91.1,-2.32,"Olson, Matt",ground_ball,10,106.4,-11,91.7,2322,0.269,0.242,2
SL,5/4/2022,83.5,-2.44,"Heredia, Guillermo",fly_ball,392,102.1,28,84.1,2179,0.694,1.332,6
FF,5/4/2022,90.9,-2.32,"Swanson, Dansby",line_drive,197,104.8,10,91.6,2171,0.82,0.807,4
FF,5/4/2022,91.8,-2.34,"Albies, Ozzie",fly_ball,320,100.6,42,92,2225,0.117,0.216,3
CU,5/4/2022,79.7,-2.49,"Ozuna, Marcell",ground_ball,3,60.2,-23,80.1,2294,0.054,0.054,2
SL,5/3/2022,85.9,-1.37,"Ozuna, Marcell",ground_ball,47,74.8,3,86.7,2510,0.169,0.152,2
FF,5/3/2022,91.5,-1.34,"Olson, Matt",line_drive,366,101.5,21,91.8,2251,0.529,0.705,5
FF,5/3/2022,91.2,-1.05,"Acuña Jr., Ronald",fly_ball,313,86.2,35,91.5,2340,0.017,0.024,3
SL,5/3/2022,85.1,-1.23,"Contreras, William",ground_ball,3,71,-28,86,2380,0.034,0.031,2
SL,5/3/2022,84.1,-1.3,"Swanson, Dansby",line_drive,129,102.7,8,84.8,2362,0.683,0.628,4
FF,5/3/2022,93.1,-1.2,"Duvall, Adam",popup,158,97.6,67,93,2216,0.026,0.035,3
SL,5/3/2022,86.9,-1.9,"d'Arnaud, Travis",ground_ball,4,76.3,-31,86.3,2673,0.057,0.056,2
FF,5/3/2022,94.7,-1.95,"Ozuna, Marcell",fly_ball,210,95.4,56,93.2,2382,0.009,0.009,3
FF,5/3/2022,96.1,-1.81,"Riley, Austin",fly_ball,354,99.9,33,94.6,2559,0.406,0.802,6
FF,5/3/2022,99.7,-2.39,"Albies, Ozzie",ground_ball,9,76.5,-11,101.5,2442,0.089,0.085,2
SL,5/3/2022,88,-2.31,"Arcia, Orlando",line_drive,234,83.3,19,88.9,2226,0.823,0.788,4
SL,5/3/2022,88.3,-0.74,"Demeritte, Travis",ground_ball,18,79.2,-8,87.8,2386,0.089,0.08,2
SL,5/3/2022,88.5,-2.08,"Albies, Ozzie",fly_ball,186,60.7,29,87.4,2841,0.611,0.55,4
SI,5/3/2022,94,-0.65,"Duvall, Adam",fly_ball,295,80.6,31,93.8,2220,0.071,0.075,3
FF,5/3/2022,94.5,-0.9,"Albies, Ozzie",line_drive,188,95.4,9,94.2,2015,0.597,0.537,4
SL,5/2/2022,72.5,-1.49,"Acuña Jr., Ronald",fly_ball,409,109.4,25,71.5,2359,0.977,1.979,6
SL,5/2/2022,81.7,-1.14,"Swanson, Dansby",ground_ball,12,95,-10,81.6,2232,0.209,0.206,2
FF,5/2/2022,94.7,-1.27,"Duvall, Adam",fly_ball,342,99.6,38,95.9,2238,0.211,0.427,5
FF,5/2/2022,94.8,-1.28,"d'Arnaud, Travis",line_drive,279,85.2,23,95,2254,0.297,0.275,3
SL,5/2/2022,81.5,-1.3,"Albies, Ozzie",ground_ball,2,76.6,-40,81.9,2402,0.1,0.09,2
SL,5/2/2022,82.3,-1.4,"Ozuna, Marcell",popup,91,67.1,71,82.9,2466,0.006,0.008,3
FF,5/2/2022,94.4,-1.02,"Riley, Austin",fly_ball,275,82.6,39,95.9,2182,0.02,0.025,3
FF,5/1/2022,94.4,1.36,"Contreras, William",fly_ball,318,105.9,48,94.2,2366,0.074,0.134,5
SI,5/1/2022,94.3,2.57,"Albies, Ozzie",ground_ball,2,88.3,-26,93.5,2040,0.06,0.054,2
FC,5/1/2022,94,-1.01,"Acuña Jr., Ronald",ground_ball,13,107.3,-8,93,2710,0.349,0.314,2
CH,5/1/2022,82.6,2.55,"Ozuna, Marcell",ground_ball,5,76.8,-22,81.9,1754,0.026,0.023,2
FF,5/1/2022,97.9,-0.85,"Swanson, Dansby",line_drive,306,90.7,23,97.3,2570,0.171,0.179,3
FC,5/1/2022,92.9,-0.95,"Contreras, William",ground_ball,9,104,-16,92.5,2610,0.231,0.216,2
FC,5/1/2022,92.3,-0.96,"Demeritte, Travis",ground_ball,9,84.2,-14,91.5,2537,0.111,0.1,2
SI,5/1/2022,93.2,2.69,"Olson, Matt",ground_ball,1,83.4,-56,92.4,2076,0.226,0.228,2
FF,5/1/2022,97.6,-0.76,"Duvall, Adam",ground_ball,5,85.2,-25,97.1,2583,0.066,0.061,2
SL,4/30/2022,78.3,-2.51,"Swanson, Dansby",ground_ball,5,78.3,-28,78.3,2086,0.034,0.031,2
CH,4/30/2022,82.9,-2.66,"Demeritte, Travis",ground_ball,5,82.9,-20,82.9,1911,0.06,0.054,2
SL,4/30/2022,79.2,-2.59,"Duvall, Adam",fly_ball,356,102,23,79.7,2207,0.651,1.012,6
CH,4/30/2022,84.7,-2.77,"d'Arnaud, Travis",ground_ball,82,92.4,6,84.7,1812,0.48,0.45,4
SL,4/30/2022,79.1,-2.65,"Ozuna, Marcell",ground_ball,14,99.4,-5,79.4,2162,0.289,0.26,2
SL,4/30/2022,79.4,-2.5,"Riley, Austin",ground_ball,37,101.5,-2,79.5,2051,0.34,0.306,2
FF,4/30/2022,95.1,0.07,"Ozuna, Marcell",fly_ball,397,104.6,30,94.5,2387,0.794,1.616,6
SL,4/30/2022,84.3,-2.74,"Acuña Jr., Ronald",ground_ball,79,98.5,3,83.9,2542,0.463,0.417,4
FF,4/30/2022,95.3,0.02,"Riley, Austin",ground_ball,6,76.9,-19,93,2493,0.046,0.043,2
CH,4/29/2022,81.5,2.12,"Duvall, Adam",fly_ball,197,79.2,57,81.1,1648,0.054,0.058,3
FF,4/29/2022,91.8,2.02,"Albies, Ozzie",popup,135,90.3,73,91.4,2137,0.009,0.008,3
CH,4/29/2022,82.2,2.09,"Ozuna, Marcell",popup,122,88.6,73,80.1,1591,0.006,0.005,3
FC,4/29/2022,84,1.96,"Riley, Austin",line_drive,368,114.6,18,85,2184,0.809,1.229,6
FF,4/29/2022,91.2,1.77,"Olson, Matt",ground_ball,6,85.2,-21,90.3,1987,0.077,0.069,2
FF,4/29/2022,92.8,1.97,"Swanson, Dansby",fly_ball,233,95.3,57,92.6,2096,0.009,0.009,3
CU,4/29/2022,75.8,1.87,"Contreras, William",ground_ball,11,104.5,-13,74.8,2013,0.226,0.203,2
SL,4/28/2022,79.6,-4.32,"Acuña Jr., Ronald",line_drive,247,79.8,21,78.4,2330,0.834,0.788,4
SI,4/28/2022,89.5,-4.47,"Swanson, Dansby",ground_ball,118,86.3,7,88.2,2298,0.423,0.381,4
CH,4/28/2022,83.3,-4.46,"Duvall, Adam",fly_ball,348,91,31,82.6,1978,0.057,0.072,3
SL,4/28/2022,83,-2.55,"Demeritte, Travis",ground_ball,91,73.3,8,82.5,3042,0.237,0.213,2
FC,4/28/2022,94.2,-2.51,"Duvall, Adam",fly_ball,397,109.6,36,94.2,2678,0.737,1.519,6
CU,4/28/2022,80.5,-2.23,"d'Arnaud, Travis",line_drive,392,106.8,18,80.1,3037,0.62,0.781,6
SL,4/28/2022,84,-2.68,"Albies, Ozzie",ground_ball,16,70.9,-7,83.4,3025,0.069,0.062,2
SI,4/28/2022,94,-2.91,"Riley, Austin",ground_ball,2,95.8,-37,94.3,2018,0.106,0.099,2
FC,4/28/2022,94.6,-2.38,"Ozuna, Marcell",line_drive,254,104.1,13,94.5,2601,0.84,0.865,4
FF,4/27/2022,93.5,-2.6,"Swanson, Dansby",ground_ball,34,104.4,-2,94.8,2409,0.377,0.339,4
SL,4/27/2022,85.3,-2.56,"Duvall, Adam",line_drive,310,98.4,18,86,2453,0.394,0.441,4
FF,4/27/2022,95.4,-2.63,"Dickerson, Alex",ground_ball,22,81.4,-4,96.2,2553,0.154,0.15,2
FC,4/27/2022,92,-2.92,"Riley, Austin",ground_ball,0,49.9,-87,92.6,2156,0.146,0.131,1
CU,4/27/2022,84.3,-2.96,"Albies, Ozzie",ground_ball,42,82.9,1,84.5,2425,0.209,0.188,2
KC,4/27/2022,84.5,-2.68,"Albies, Ozzie",ground_ball,6,64,-15,84.5,2812,0.043,0.039,2
FF,4/27/2022,91.5,-1.48,"d'Arnaud, Travis",ground_ball,7,93.9,-20,92.2,2037,0.106,0.095,2
CU,4/26/2022,81.8,-1.87,"Riley, Austin",fly_ball,341,101.6,40,81.6,2458,0.251,0.509,5
CH,4/26/2022,90.1,-1.9,"Olson, Matt",ground_ball,16,96.8,-5,89.9,2103,0.274,0.25,2
SL,4/26/2022,88.8,-2.1,"Albies, Ozzie",fly_ball,347,93.1,33,88.7,2158,0.066,0.102,3
SI,4/24/2022,96.7,-1.31,"Piña, Manny",ground_ball,5,79.6,-30,96.1,2141,0.049,0.046,2
SL,4/24/2022,87.8,2.57,"Riley, Austin",fly_ball,437,111.6,24,87.8,2814,0.983,1.982,6
SL,4/24/2022,87.7,2.59,"Olson, Matt",line_drive,297,90.3,19,87.9,2660,0.526,0.52,4
SI,4/24/2022,95.1,-1.27,"Duvall, Adam",line_drive,199,89.2,14,95.2,2008,0.96,0.923,4
SL,4/24/2022,87.8,2.52,"Albies, Ozzie",line_drive,199,75.6,22,87.8,2826,0.92,0.884,4
SL,4/24/2022,83.1,-2.07,"Ozuna, Marcell",line_drive,369,104.5,19,82.8,2751,0.549,0.686,6
FC,4/24/2022,86.5,3.03,"Albies, Ozzie",popup,181,86.9,57,87,1907,0.026,0.035,3
SI,4/24/2022,96.1,-1.31,"Riley, Austin",ground_ball,5,75.1,-24,95.5,1967,0.023,0.021,2
SI,4/24/2022,89.7,3.06,"Demeritte, Travis",ground_ball,123,99.7,6,90,2117,0.651,0.611,4
SL,4/23/2022,88.7,2.53,"Olson, Matt",line_drive,306,106.9,12,88.8,2859,0.903,0.949,5
SL,4/23/2022,87.5,-1.51,"d'Arnaud, Travis",ground_ball,48,78.1,1,87.6,2150,0.154,0.139,2
FF,4/23/2022,91.8,-1.54,"Duvall, Adam",ground_ball,32,103.3,-3,92.2,2242,0.329,0.296,2
SL,4/23/2022,88.6,2.52,"Albies, Ozzie",fly_ball,257,76,31,88.8,2854,0.314,0.303,3
SI,4/23/2022,96.2,-1.37,"Ozuna, Marcell",fly_ball,352,106.2,36,96.2,2016,0.631,1.276,6
